[2021-12-08 02:10:28,999:17] top1
[2021-12-08 02:10:29,001:19] p1
[2021-12-08 02:10:29,001:21] p1 and p2
[2021-12-08 02:10:29,001:27] top2
[2021-12-08 02:10:29,001:30] p3
[2021-12-08 02:10:29,001:30] p3
[2021-12-08 02:10:29,001:30] p3
[2021-12-08 02:10:29,002:30] p3
[2021-12-08 02:10:29,002:30] p3
[2021-12-08 02:10:29,002:30] p3
[2021-12-08 02:10:29,002:30] p3
[2021-12-08 02:10:29,002:30] p3
[2021-12-08 02:10:29,002:30] p3
[2021-12-08 02:10:29,002:30] p3
[2021-12-08 02:10:29,002:30] p3
[2021-12-08 02:10:29,004:30] p3
[2021-12-08 02:10:29,004:30] p3
[2021-12-08 02:10:29,007:30] p3
[2021-12-08 02:10:29,007:30] p3
[2021-12-08 02:10:29,009:30] p3
[2021-12-08 02:10:29,009:30] p3
[2021-12-08 02:10:29,009:30] p3
[2021-12-08 02:10:29,009:30] p3
[2021-12-08 02:10:29,009:30] p3
[2021-12-08 02:10:29,009:30] p3
[2021-12-08 02:10:29,009:30] p3
[2021-12-08 02:10:29,011:30] p3
[2021-12-08 02:10:29,012:30] p3
[2021-12-08 02:10:29,012:30] p3
[2021-12-08 02:10:29,012:30] p3
[2021-12-08 02:10:29,012:30] p3
[2021-12-08 02:10:29,012:30] p3
[2021-12-08 02:10:29,012:30] p3
[2021-12-08 02:10:29,013:30] p3
[2021-12-08 02:10:29,013:30] p3
[2021-12-08 02:10:29,013:32] top3
