[2021-12-08 02:10:29,998:17] top1
[2021-12-08 02:10:30,003:19] p1
[2021-12-08 02:10:30,004:21] p1 and p2
[2021-12-08 02:10:30,004:27] top2
[2021-12-08 02:10:30,004:30] p3
[2021-12-08 02:10:30,004:30] p3
[2021-12-08 02:10:30,004:30] p3
[2021-12-08 02:10:30,004:30] p3
[2021-12-08 02:10:30,004:30] p3
[2021-12-08 02:10:30,005:30] p3
[2021-12-08 02:10:30,005:30] p3
[2021-12-08 02:10:30,005:30] p3
[2021-12-08 02:10:30,005:30] p3
[2021-12-08 02:10:30,005:30] p3
[2021-12-08 02:10:30,006:30] p3
[2021-12-08 02:10:30,006:30] p3
[2021-12-08 02:10:30,006:30] p3
[2021-12-08 02:10:30,006:30] p3
[2021-12-08 02:10:30,006:30] p3
[2021-12-08 02:10:30,006:30] p3
[2021-12-08 02:10:30,006:30] p3
[2021-12-08 02:10:30,007:30] p3
[2021-12-08 02:10:30,007:30] p3
[2021-12-08 02:10:30,007:30] p3
[2021-12-08 02:10:30,007:30] p3
[2021-12-08 02:10:30,007:30] p3
[2021-12-08 02:10:30,007:30] p3
[2021-12-08 02:10:30,008:30] p3
[2021-12-08 02:10:30,008:30] p3
[2021-12-08 02:10:30,008:30] p3
[2021-12-08 02:10:30,008:30] p3
[2021-12-08 02:10:30,008:30] p3
[2021-12-08 02:10:30,008:30] p3
[2021-12-08 02:10:30,008:30] p3
[2021-12-08 02:10:30,008:30] p3
[2021-12-08 02:10:30,008:30] p3
[2021-12-08 02:10:30,009:30] p3
[2021-12-08 02:10:30,009:30] p3
[2021-12-08 02:10:30,009:30] p3
[2021-12-08 02:10:30,009:30] p3
[2021-12-08 02:10:30,009:30] p3
[2021-12-08 02:10:30,009:30] p3
[2021-12-08 02:10:30,009:30] p3
[2021-12-08 02:10:30,009:30] p3
[2021-12-08 02:10:30,009:30] p3
[2021-12-08 02:10:30,009:30] p3
[2021-12-08 02:10:30,010:30] p3
[2021-12-08 02:10:30,010:30] p3
[2021-12-08 02:10:30,010:30] p3
[2021-12-08 02:10:30,010:30] p3
[2021-12-08 02:10:30,010:30] p3
[2021-12-08 02:10:30,010:30] p3
[2021-12-08 02:10:30,010:30] p3
[2021-12-08 02:10:30,010:30] p3
[2021-12-08 02:10:30,011:30] p3
[2021-12-08 02:10:30,011:30] p3
[2021-12-08 02:10:30,011:30] p3
[2021-12-08 02:10:30,011:30] p3
[2021-12-08 02:10:30,011:30] p3
[2021-12-08 02:10:30,011:30] p3
[2021-12-08 02:10:30,011:30] p3
[2021-12-08 02:10:30,011:30] p3
[2021-12-08 02:10:30,011:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,012:30] p3
[2021-12-08 02:10:30,013:30] p3
[2021-12-08 02:10:30,013:30] p3
[2021-12-08 02:10:30,013:30] p3
[2021-12-08 02:10:30,013:30] p3
[2021-12-08 02:10:30,013:32] top3
